time,a_x,a_y,a_z,F_x,F_y,F_z,T_x,T_y,T_z,z_1,z_2,z_3,z_4,z_5,z_6
149804,1.02692,0.0743073,0.00703153,-0.753135,-0.959673,10.2025,0.426658,-1.11027,-0.148073,8.63595,-0.280288,10.2668,0.396765,-0.69715,-0.148073
150405,1.02692,0.0743074,0.0068864,-0.678304,-0.973292,10.2101,0.426902,-1.11,-0.147903,8.71078,-0.293905,10.2731,0.397009,-0.696877,-0.147903
150960,1.02171,0.0750016,0.00622083,-0.678304,-0.973292,10.21,0.426902,-1.11,-0.147903,8.66311,-0.287558,10.2668,0.396729,-0.698974,-0.147903
151840,1.02171,0.0750017,0.0060757,-0.583387,-0.990578,10.2124,0.427258,-1.10948,-0.148087,8.75803,-0.304844,10.268,0.397085,-0.698461,-0.148087
153259,1.02171,0.0750017,0.00593058,-0.501272,-0.995961,10.2116,0.427549,-1.10846,-0.148103,8.84014,-0.310226,10.2658,0.397377,-0.697434,-0.148103
154691,1.02171,0.0750018,0.00578545,-0.554586,-0.97747,10.2056,0.427594,-1.10924,-0.148022,8.78683,-0.291734,10.2585,0.397422,-0.698216,-0.148022
154888,1.04527,0.0761095,0.00438515,-0.554586,-0.97747,10.2054,0.427594,-1.10924,-0.148022,9.00224,-0.281606,10.2455,0.396976,-0.688738,-0.148022
156124,1.04527,0.0761096,0.00424002,-0.641206,-0.945558,10.1934,0.427336,-1.11042,-0.148098,8.91562,-0.249694,10.2322,0.396718,-0.689918,-0.148098
157565,1.04527,0.0761097,0.00409489,-0.746964,-0.92958,10.1882,0.427012,-1.1123,-0.147875,8.80987,-0.233715,10.2256,0.396394,-0.691795,-0.147875
158804,1.04343,0.0713798,0.00347752,-0.746964,-0.92958,10.188,0.427012,-1.1123,-0.147875,8.79306,-0.276959,10.2198,0.398296,-0.692535,-0.147875
158986,1.04343,0.0713799,0.00333239,-0.767652,-0.929692,10.1801,0.426839,-1.11336,-0.148121,8.77237,-0.277071,10.2106,0.398124,-0.693596,-0.148121
159882,1.04343,0.0713799,0.00333239,-0.767652,-0.929692,10.1801,0.426839,-1.11336,-0.148121,8.77237,-0.277071,10.2106,0.398124,-0.693596,-0.148121
160422,1.04343,0.0713799,0.00312559,-0.684336,-0.941981,10.1737,0.426898,-1.11286,-0.148183,8.85569,-0.28936,10.2023,0.398183,-0.693099,-0.148183
161858,1.04343,0.0713799,0.00291879,-0.552174,-0.955922,10.1678,0.427038,-1.11185,-0.148336,8.98785,-0.303301,10.1945,0.398323,-0.69209,-0.148336
162729,1.04271,0.0703527,0.00869315,-0.552174,-0.955922,10.1676,0.427038,-1.11185,-0.148336,8.98123,-0.312692,10.2471,0.398736,-0.692381,-0.148336
163304,1.04271,0.0703527,0.00848635,-0.406461,-0.941454,10.164,0.427006,-1.1099,-0.148438,9.12695,-0.298225,10.2416,0.398704,-0.690425,-0.148438
164751,1.04271,0.0703527,0.00827955,-0.401365,-0.912681,10.1595,0.426806,-1.10953,-0.148351,9.13204,-0.269451,10.2352,0.398504,-0.690062,-0.148351
166158,1.04271,0.0703527,0.00807275,-0.476922,-0.876501,10.1579,0.426277,-1.11023,-0.148239,9.05649,-0.233272,10.2317,0.397975,-0.69076,-0.148239
166663,1.02168,0.0703212,0.0102176,-0.476922,-0.876501,10.1577,0.426277,-1.11023,-0.148239,8.86417,-0.23356,10.2511,0.397987,-0.699222,-0.148239
167581,1.02168,0.0703212,0.0100108,-0.574834,-0.872476,10.1556,0.425906,-1.11147,-0.148146,8.76626,-0.229535,10.2471,0.397616,-0.700463,-0.148146
169049,1.02168,0.0703212,0.00980399,-0.602499,-0.896243,10.1537,0.425932,-1.1123,-0.148176,8.73859,-0.253301,10.2433,0.397642,-0.70129,-0.148176
169710,1.02168,0.0703212,0.00980399,-0.602499,-0.896243,10.1537,0.425932,-1.1123,-0.148176,8.73859,-0.253301,10.2433,0.397642,-0.70129,-0.148176
170443,1.02168,0.070321,0.00954108,-0.511821,-0.914206,10.1533,0.425848,-1.11145,-0.148158,8.82927,-0.271267,10.2405,0.397559,-0.700437,-0.148158
170562,1.04168,0.0624831,0.0109718,-0.511821,-0.914206,10.153,0.425848,-1.11145,-0.148158,9.01214,-0.342928,10.2534,0.400712,-0.692391,-0.148158
171898,1.04168,0.0624829,0.0107089,-0.398347,-0.909354,10.1445,0.425894,-1.11025,-0.148549,9.12562,-0.338078,10.2424,0.400758,-0.691191,-0.148549
173314,1.04168,0.0624827,0.010446,-0.265823,-0.892953,10.1327,0.425708,-1.1082,-0.148778,9.25814,-0.321679,10.2282,0.400572,-0.689147,-0.148778
174490,1.04957,0.0607751,0.0158698,-0.265823,-0.892953,10.1325,0.425708,-1.1082,-0.148778,9.33033,-0.337291,10.2776,0.401259,-0.685971,-0.148778
174768,1.04957,0.0607749,0.0156069,-0.233685,-0.842111,10.1265,0.424887,-1.10719,-0.148534,9.36247,-0.286451,10.2692,0.400438,-0.684958,-0.148534
176204,1.04957,0.0607747,0.015344,-0.303724,-0.845316,10.1218,0.424732,-1.10753,-0.148704,9.29243,-0.289658,10.2621,0.400283,-0.685296,-0.148704
177626,1.04957,0.0607745,0.0150811,-0.39039,-0.862667,10.1201,0.424787,-1.10827,-0.148685,9.20576,-0.307011,10.258,0.400338,-0.686042,-0.148685
178430,0.994559,0.0560039,0.0182488,-0.39039,-0.862668,10.1198,0.424787,-1.10827,-0.148685,8.70279,-0.350629,10.2867,0.402257,-0.708173,-0.148685
179045,0.994559,0.0560037,0.0179859,-0.414625,-0.864257,10.1329,0.424524,-1.10886,-0.148484,8.67855,-0.35222,10.2973,0.401994,-0.708763,-0.148484
179772,0.994559,0.0560037,0.0179859,-0.414625,-0.864257,10.1329,0.424524,-1.10886,-0.148484,8.67855,-0.35222,10.2973,0.401994,-0.708763,-0.148484
180488,0.99456,0.0560039,0.0176856,-0.320624,-0.909476,10.1301,0.424961,-1.10756,-0.148449,8.77256,-0.397437,10.2918,0.402431,-0.707457,-0.148449
181924,0.994561,0.0560041,0.0173852,-0.207426,-0.910074,10.1332,0.425194,-1.10603,-0.148402,8.88577,-0.398034,10.2922,0.402664,-0.705928,-0.148402
182378,0.973981,0.0635854,0.0194664,-0.207425,-0.910074,10.1329,0.425194,-1.10603,-0.148402,8.69761,-0.328718,10.3109,0.399614,-0.714207,-0.148402
183339,0.973982,0.0635856,0.0191661,-0.0706999,-0.877828,10.1359,0.42453,-1.10372,-0.148688,8.83434,-0.29647,10.3111,0.39895,-0.711902,-0.148688
184779,0.973983,0.0635858,0.0188657,-0.0750769,-0.913293,10.1307,0.425085,-1.10274,-0.148667,8.82997,-0.331933,10.3032,0.399505,-0.710919,-0.148667
186215,0.973984,0.063586,0.0185653,-0.174172,-0.917522,10.1306,0.425067,-1.10329,-0.148447,8.73089,-0.33616,10.3004,0.399487,-0.711467,-0.148447
186308,1.00386,0.0652217,0.0174937,-0.174171,-0.917522,10.1304,0.425067,-1.10329,-0.148447,9.004,-0.321205,10.2903,0.398829,-0.69945,-0.148447
187659,1.00386,0.0652219,0.0171934,-0.299874,-0.920136,10.1374,0.424918,-1.10427,-0.148291,8.87831,-0.323817,10.2946,0.39868,-0.700429,-0.148291
189067,1.00386,0.0652221,0.016893,-0.403939,-0.954044,10.1302,0.425576,-1.10577,-0.148294,8.77425,-0.357724,10.2846,0.399338,-0.701926,-0.148294
189995,1.00386,0.0652221,0.016893,-0.403939,-0.954044,10.1302,0.425576,-1.10577,-0.148294,8.77425,-0.357724,10.2846,0.399338,-0.701926,-0.148294
190313,0.990192,0.0690309,0.0134018,-0.403939,-0.954044,10.1299,0.425576,-1.10577,-0.148294,8.64931,-0.3229,10.2524,0.397805,-0.707423,-0.148294
190503,0.990192,0.069031,0.0130802,-0.36667,-0.943961,10.1276,0.425502,-1.10518,-0.14819,8.68658,-0.312816,10.2472,0.397732,-0.706839,-0.14819
191931,0.990192,0.0690311,0.0127587,-0.309963,-0.928869,10.1205,0.425426,-1.10463,-0.14837,8.74329,-0.297723,10.2372,0.397655,-0.706288,-0.14837
193404,0.990192,0.0690313,0.0124371,-0.234983,-0.928684,10.116,0.425494,-1.10335,-0.148531,8.81827,-0.297537,10.2298,0.397723,-0.705006,-0.148531
194305,0.959259,0.0683116,0.0110206,-0.234983,-0.928684,10.1157,0.425494,-1.10335,-0.148531,8.53545,-0.304116,10.2165,0.398013,-0.71745,-0.148531
194815,0.959259,0.0683118,0.0106991,-0.254894,-0.914055,10.1212,0.425276,-1.10318,-0.148318,8.51554,-0.289486,10.219,0.397795,-0.71728,-0.148318
196232,0.959259,0.0683119,0.0103775,-0.332462,-0.942991,10.1246,0.425883,-1.10385,-0.148289,8.43797,-0.318421,10.2195,0.398402,-0.717949,-0.148289
197666,0.959259,0.068312,0.010056,-0.41307,-0.940891,10.1332,0.425924,-1.10479,-0.148433,8.35736,-0.31632,10.2252,0.398442,-0.718894,-0.148433
198224,0.985171,0.0681579,0.0169969,-0.41307,-0.940891,10.1329,0.425924,-1.10479,-0.148433,8.59427,-0.317729,10.2883,0.398504,-0.70847,-0.148433
199105,0.985171,0.068158,0.0166753,-0.458358,-0.951126,10.1377,0.42594,-1.10574,-0.148267,8.54898,-0.327962,10.2902,0.398521,-0.709421,-0.148267
200112,0.985171,0.068158,0.0166753,-0.458358,-0.951126,10.1377,0.42594,-1.10574,-0.148267,8.54898,-0.327962,10.2902,0.398521,-0.709421,-0.148267
200531,0.985172,0.0681578,0.0163133,-0.39473,-0.974185,10.1288,0.426557,-1.10504,-0.14815,8.61262,-0.351023,10.2779,0.399137,-0.708715,-0.14815
201980,0.985173,0.0681575,0.0159513,-0.336881,-0.941394,10.1275,0.426264,-1.1045,-0.148029,8.67048,-0.318235,10.2733,0.398845,-0.708178,-0.148029
202152,1.01417,0.0711842,0.0132293,-0.33688,-0.941394,10.1271,0.426264,-1.1045,-0.148029,8.93564,-0.290563,10.2481,0.397628,-0.696511,-0.148029
203403,1.01418,0.071184,0.0128673,-0.291267,-0.927667,10.1211,0.426139,-1.10359,-0.148095,8.98126,-0.276838,10.2387,0.397502,-0.695598,-0.148095
204862,1.01418,0.0711837,0.0125052,-0.355146,-0.953137,10.1246,0.426461,-1.10429,-0.147818,8.91739,-0.30231,10.2389,0.397825,-0.6963,-0.147818
206080,1.03313,0.0653377,0.0113808,-0.355145,-0.953138,10.1242,0.426461,-1.10429,-0.147818,9.09069,-0.355761,10.2283,0.400177,-0.688674,-0.147818
206291,1.03313,0.0653374,0.0110187,-0.443999,-0.948609,10.1291,0.426411,-1.10528,-0.147987,9.00185,-0.351234,10.2299,0.400127,-0.68966,-0.147987
207701,1.03313,0.0653372,0.0106567,-0.531615,-0.966575,10.1397,0.426859,-1.10665,-0.147924,8.91424,-0.369202,10.2371,0.400575,-0.691036,-0.147924
209139,1.03313,0.0653369,0.0102947,-0.534628,-0.970055,10.1376,0.426955,-1.1072,-0.148107,8.91124,-0.372685,10.2317,0.40067,-0.69158,-0.148107
209827,1.03313,0.0653369,0.0102947,-0.534628,-0.970055,10.1376,0.426955,-1.1072,-0.148107,8.91124,-0.372685,10.2317,0.40067,-0.69158,-0.148107
210017,1.00264,0.0640704,0.0108685,-0.534628,-0.970055,10.1372,0.426955,-1.1072,-0.148107,8.63241,-0.384264,10.2366,0.40118,-0.703848,-0.148107
210563,1.00264,0.0640705,0.0104961,-0.456731,-0.957282,10.1368,0.426742,-1.10651,-0.148071,8.71031,-0.37149,10.2328,0.400967,-0.703156,-0.148071
211992,1.00264,0.0640707,0.0101236,-0.372516,-0.957053,10.1326,0.426755,-1.1059,-0.148144,8.79453,-0.37126,10.2252,0.40098,-0.702546,-0.148144
213439,1.00264,0.0640708,0.00975123,-0.297247,-0.932003,10.1433,0.42649,-1.10467,-0.148129,8.86979,-0.346209,10.2325,0.400715,-0.70132,-0.148129
213951,1.02401,0.0712571,0.0119354,-0.297247,-0.932003,10.143,0.42649,-1.10467,-0.148129,9.0652,-0.280505,10.2521,0.397825,-0.692723,-0.148129
214878,1.02401,0.0712572,0.0115629,-0.333447,-0.962145,10.153,0.426689,-1.10494,-0.148359,9.029,-0.310646,10.2587,0.398024,-0.692994,-0.148359
216290,1.02401,0.0712573,0.0111905,-0.380452,-1.00137,10.1618,0.427202,-1.1053,-0.148625,8.982,-0.349871,10.2641,0.398536,-0.693347,-0.148625
217771,1.02401,0.0712574,0.0108181,-0.414942,-0.996332,10.1775,0.427412,-1.10598,-0.14845,8.9475,-0.344831,10.2764,0.398746,-0.694035,-0.14845
217881,1.01581,0.0741512,0.012507,-0.414942,-0.996332,10.1772,0.427412,-1.10598,-0.14845,8.87253,-0.318374,10.2915,0.397581,-0.697334,-0.14845
219177,1.01581,0.0741513,0.0121346,-0.370125,-1.00151,10.1788,0.427722,-1.10551,-0.148173,8.91734,-0.323552,10.2898,0.397891,-0.696865,-0.148173
220043,1.01581,0.0741513,0.0121346,-0.370125,-1.00151,10.1788,0.427722,-1.10551,-0.148173,8.91734,-0.323552,10.2898,0.397891,-0.696865,-0.148173
220586,1.01581,0.0741513,0.0117464,-0.282896,-0.989694,10.17,0.427697,-1.10448,-0.148214,9.00458,-0.311735,10.2774,0.397866,-0.695834,-0.148214
221818,1.01259,0.0747781,0.00597804,-0.282895,-0.989694,10.1697,0.427697,-1.10448,-0.148214,8.9751,-0.306004,10.2243,0.397614,-0.697131,-0.148214
222025,1.01259,0.0747781,0.0055898,-0.195053,-0.956489,10.1685,0.427236,-1.10314,-0.148281,9.06295,-0.272798,10.2196,0.397153,-0.695788,-0.148281
223464,1.01259,0.0747781,0.00520156,-0.161425,-0.953149,10.1687,0.427245,-1.10224,-0.148535,9.09659,-0.269459,10.2163,0.397163,-0.694886,-0.148535
224898,1.01259,0.0747781,0.00481332,-0.215135,-0.950358,10.1715,0.427337,-1.10256,-0.148307,9.04289,-0.266667,10.2155,0.397255,-0.695209,-0.148307
225770,0.984757,0.0754882,0.00758413,-0.215134,-0.950358,10.1712,0.427337,-1.10256,-0.148307,8.78842,-0.260175,10.2405,0.396969,-0.706406,-0.148307
226343,0.984758,0.0754882,0.00719589,-0.284058,-0.958242,10.1726,0.427468,-1.103,-0.148473,8.71951,-0.268059,10.2384,0.3971,-0.706845,-0.148473
227776,0.984759,0.0754882,0.00680765,-0.32788,-0.952826,10.1731,0.427572,-1.10367,-0.148314,8.67569,-0.262643,10.2354,0.397204,-0.707517,-0.148314
229215,0.98476,0.0754882,0.00641941,-0.291818,-0.916007,10.162,0.427023,-1.10318,-0.14838,8.71177,-0.225825,10.2207,0.396655,-0.707019,-0.14838
229710,0.973849,0.0681786,0.00844358,-0.291817,-0.916007,10.1616,0.427023,-1.10318,-0.14838,8.612,-0.292655,10.2388,0.399596,-0.711408,-0.14838
229803,0.973849,0.0681786,0.00844358,-0.291817,-0.916007,10.1616,0.427023,-1.10318,-0.14838,8.612,-0.292655,10.2388,0.399596,-0.711408,-0.14838
230607,0.97385,0.0681786,0.00804163,-0.225919,-0.903519,10.1568,0.426818,-1.10223,-0.148336,8.67791,-0.280168,10.2304,0.399391,-0.710464,-0.148336
232064,0.973851,0.0681785,0.00763967,-0.154535,-0.891062,10.1435,0.426452,-1.10111,-0.148548,8.74931,-0.267711,10.2134,0.399025,-0.709345,-0.148548
233502,0.973852,0.0681784,0.00723772,-0.137702,-0.876857,10.1452,0.426138,-1.10041,-0.14808,8.76615,-0.253507,10.2113,0.39871,-0.708643,-0.14808
233605,1.00537,0.0666012,0.00581938,-0.137701,-0.876857,10.1448,0.426138,-1.10041,-0.14808,9.0543,-0.267928,10.198,0.399345,-0.695965,-0.14808
234912,1.00537,0.0666011,0.00541742,-0.196237,-0.905564,10.136,0.426282,-1.10067,-0.147961,8.99577,-0.296636,10.1855,0.399489,-0.69622,-0.147961
236333,1.00537,0.066601,0.00501547,-0.268041,-0.914701,10.1321,0.426311,-1.10119,-0.148188,8.92397,-0.305773,10.178,0.399518,-0.696745,-0.148188
237547,0.98773,0.0628128,0.0113028,-0.26804,-0.914701,10.1318,0.426311,-1.10119,-0.148188,8.76269,-0.340409,10.2351,0.401042,-0.703842,-0.148188
237778,0.987731,0.0628127,0.0109009,-0.299797,-0.895585,10.1256,0.426037,-1.10162,-0.147886,8.73095,-0.321293,10.2252,0.400768,-0.704268,-0.147886
239217,0.987732,0.0628127,0.0104989,-0.259899,-0.877049,10.1138,0.425834,-1.1012,-0.148044,8.77085,-0.302758,10.2098,0.400565,-0.703847,-0.148044
239910,0.987732,0.0628127,0.0104989,-0.259899,-0.877049,10.1138,0.425834,-1.1012,-0.148044,8.77085,-0.302758,10.2098,0.400565,-0.703847,-0.148044
240657,0.987733,0.0628125,0.0100783,-0.187466,-0.850784,10.0962,0.425227,-1.10023,-0.148099,8.8433,-0.276494,10.1884,0.399958,-0.702875,-0.148099
241502,0.980794,0.062376,0.0140148,-0.187465,-0.850784,10.0959,0.425227,-1.10023,-0.148099,8.77986,-0.280486,10.224,0.400134,-0.705666,-0.148099
242071,0.980795,0.0623758,0.0135942,-0.142086,-0.846616,10.0885,0.425028,-1.09933,-0.148289,8.82524,-0.276318,10.2128,0.399935,-0.704763,-0.148289
243501,0.980796,0.0623757,0.0131736,-0.164422,-0.86013,10.0758,0.42487,-1.09922,-0.14825,8.80292,-0.289834,10.1962,0.399777,-0.704657,-0.14825
244932,0.980797,0.0623756,0.012753,-0.232366,-0.872777,10.0709,0.42482,-1.09964,-0.148021,8.73498,-0.302482,10.1875,0.399727,-0.70508,-0.148021
245433,0.990826,0.0622818,0.0175954,-0.232365,-0.872777,10.0705,0.42482,-1.09964,-0.148021,8.82667,-0.303339,10.2314,0.399765,-0.701046,-0.148021
246408,0.990827,0.0622817,0.0171748,-0.290814,-0.900611,10.0644,0.425184,-1.10034,-0.148175,8.76823,-0.331175,10.2214,0.400129,-0.701742,-0.148175
247835,0.990828,0.0622815,0.0167542,-0.315707,-0.892645,10.0538,0.425013,-1.10068,-0.148299,8.74335,-0.32321,10.207,0.399958,-0.70208,-0.148299
249232,0.990829,0.0622814,0.0163336,-0.291967,-0.866854,10.0494,0.424497,-1.10051,-0.148009,8.7671,-0.29742,10.1988,0.399442,-0.70191,-0.148009
249375,1.00574,0.0676194,0.0218954,-0.291966,-0.866854,10.049,0.424497,-1.10051,-0.148009,8.90345,-0.248615,10.2492,0.397295,-0.695911,-0.148009
249990,1.00574,0.0676194,0.0218954,-0.291966,-0.866854,10.049,0.424497,-1.10051,-0.148009,8.90345,-0.248615,10.2492,0.397295,-0.695911,-0.148009
250673,1.00574,0.0676196,0.0213936,-0.236852,-0.891824,10.0424,0.424974,-1.10001,-0.147813,8.95859,-0.273584,10.238,0.397771,-0.695407,-0.147813
252101,1.00575,0.0676197,0.0208918,-0.188337,-0.906802,10.0343,0.424743,-1.09925,-0.147838,9.00712,-0.28856,10.2253,0.39754,-0.694646,-0.147838
253324,1.0116,0.0685826,0.0242976,-0.188335,-0.906802,10.0339,0.424743,-1.09925,-0.147838,9.06066,-0.279757,10.256,0.397153,-0.69229,-0.147838
253524,1.0116,0.0685827,0.0237958,-0.21648,-0.94948,10.04,0.425512,-1.09914,-0.148285,9.03253,-0.322434,10.2576,0.397922,-0.692179,-0.148285
254954,1.01161,0.0685828,0.023294,-0.308718,-0.96233,10.03,0.425664,-1.10025,-0.148492,8.94031,-0.335283,10.243,0.398074,-0.693288,-0.148492
256421,1.01161,0.0685829,0.0227922,-0.425089,-0.974697,10.0306,0.426136,-1.10152,-0.148253,8.82396,-0.347649,10.239,0.398546,-0.694561,-0.148253
257276,0.992234,0.0687906,0.0259971,-0.425087,-0.974697,10.0301,0.426136,-1.10152,-0.148253,8.64683,-0.34575,10.2678,0.398463,-0.702355,-0.148253
257879,0.992236,0.0687907,0.0254953,-0.557336,-0.941034,10.0119,0.425739,-1.10333,-0.148183,8.5146,-0.312086,10.245,0.398065,-0.70416,-0.148183
259279,0.992239,0.0687908,0.0249935,-0.680031,-0.907737,10.0009,0.425228,-1.10528,-0.148345,8.39193,-0.278788,10.2294,0.397554,-0.706116,-0.148345
260119,0.992239,0.0687908,0.0249935,-0.680031,-0.907737,10.0009,0.425228,-1.10528,-0.148345,8.39193,-0.278788,10.2294,0.397554,-0.706116,-0.148345
260696,0.992241,0.0687907,0.0244301,-0.742333,-0.91815,9.99841,0.425243,-1.1069,-0.148115,8.32964,-0.289202,10.2218,0.397569,-0.70773,-0.148115
261243,1.03529,0.0736247,0.0280929,-0.742331,-0.91815,9.99789,0.425243,-1.1069,-0.148115,8.72324,-0.245005,10.2547,0.395625,-0.690412,-0.148115
262125,1.03529,0.0736246,0.0275295,-0.724394,-0.929725,9.98833,0.425288,-1.10741,-0.14841,8.74119,-0.256581,10.24,0.39567,-0.690927,-0.14841
263592,1.03529,0.0736245,0.0269662,-0.718037,-0.939341,9.99782,0.425569,-1.10806,-0.148443,8.74757,-0.266199,10.2444,0.39595,-0.691572,-0.148443
265040,1.0353,0.0736243,0.0264028,-0.771148,-0.953726,10.0054,0.42595,-1.10932,-0.148569,8.69448,-0.280584,10.2468,0.396331,-0.692834,-0.148569
265220,1.05216,0.0742826,0.0291517,-0.771146,-0.953726,10.0049,0.42595,-1.10932,-0.148569,8.84867,-0.274566,10.2714,0.396067,-0.68605,-0.148569
266430,1.05216,0.0742825,0.0285883,-0.850204,-0.946835,10.0135,0.425859,-1.1111,-0.148622,8.76963,-0.267676,10.2749,0.395976,-0.687829,-0.148622
267863,1.05216,0.0742824,0.0280249,-0.903917,-0.941585,10.028,0.425698,-1.1126,-0.148488,8.71593,-0.262427,10.2842,0.395815,-0.689327,-0.148488
269097,1.04882,0.0744235,0.0302296,-0.903915,-0.941585,10.0274,0.425698,-1.1126,-0.148488,8.68532,-0.261137,10.3038,0.395758,-0.690674,-0.148488
269296,1.04882,0.0744233,0.0296662,-0.880824,-0.936277,10.0398,0.425705,-1.11354,-0.148414,8.70843,-0.25583,10.3111,0.395766,-0.691617,-0.148414
269904,1.04882,0.0744233,0.0296662,-0.880824,-0.936277,10.0398,0.425705,-1.11354,-0.148414,8.70843,-0.25583,10.3111,0.395766,-0.691617,-0.148414
270730,1.04882,0.0744233,0.0290048,-0.81169,-0.957799,10.0572,0.426057,-1.11363,-0.14842,8.77759,-0.277353,10.3224,0.396117,-0.691698,-0.14842
272158,1.04882,0.0744232,0.0283434,-0.72589,-0.985002,10.0624,0.426618,-1.11326,-0.14862,8.86342,-0.304556,10.3216,0.396678,-0.691328,-0.14862
273036,1.06498,0.0727324,0.0206233,-0.725887,-0.985002,10.0618,0.426618,-1.11326,-0.14862,9.01116,-0.320015,10.2504,0.397359,-0.684827,-0.14862
273586,1.06498,0.0727324,0.0199619,-0.67203,-0.970203,10.0733,0.426563,-1.11289,-0.148281,9.06504,-0.305217,10.2558,0.397303,-0.684461,-0.148281
275031,1.06499,0.0727323,0.0193005,-0.720189,-0.973103,10.0779,0.426683,-1.11381,-0.148271,9.01691,-0.308117,10.2544,0.397424,-0.68538,-0.148271
276463,1.06499,0.0727323,0.0186391,-0.803924,-0.947829,10.0812,0.426473,-1.11534,-0.148143,8.9332,-0.282843,10.2516,0.397214,-0.686908,-0.148143
276963,1.07133,0.0687332,0.0154168,-0.803921,-0.947829,10.0806,0.426473,-1.11534,-0.148143,8.99119,-0.319406,10.2215,0.398823,-0.684357,-0.148143
277871,1.07134,0.0687332,0.0147554,-0.867795,-0.919019,10.093,0.425802,-1.11667,-0.14817,8.92735,-0.290597,10.2279,0.398151,-0.685687,-0.14817
279309,1.07134,0.0687332,0.014094,-0.833365,-0.950349,10.1047,0.426051,-1.11711,-0.148297,8.96181,-0.321928,10.2335,0.398401,-0.686126,-0.148297
280098,1.07134,0.0687332,0.014094,-0.833365,-0.950349,10.1047,0.426051,-1.11711,-0.148297,8.96181,-0.321928,10.2335,0.398401,-0.686126,-0.148297
280781,1.07134,0.0687336,0.0133527,-0.737318,-0.984344,10.1195,0.426624,-1.1166,-0.148261,9.05789,-0.355919,10.2416,0.398973,-0.685614,-0.148261
280890,1.05724,0.0678669,0.0147998,-0.737314,-0.984344,10.1189,0.426624,-1.1166,-0.148261,8.92895,-0.363842,10.2542,0.399322,-0.691287,-0.148261
282209,1.05724,0.0678673,0.0140585,-0.651569,-1.00295,10.1316,0.426981,-1.11589,-0.14844,9.01473,-0.382445,10.2602,0.399679,-0.690577,-0.14844
283608,1.05725,0.0678678,0.0133172,-0.572809,-1.01856,10.138,0.427385,-1.1147,-0.14808,9.09353,-0.398052,10.2598,0.400083,-0.689383,-0.14808
284809,1.03437,0.0697821,0.0341144,-0.572806,-1.01856,10.1373,0.427385,-1.1147,-0.14808,8.88438,-0.380549,10.4492,0.399313,-0.698585,-0.14808
285041,1.03438,0.0697826,0.0333732,-0.633272,-1.01188,10.1492,0.427481,-1.11545,-0.148204,8.82395,-0.373866,10.4544,0.399408,-0.699327,-0.148204
286537,1.03438,0.069783,0.0326319,-0.719013,-0.989071,10.147,0.427398,-1.1165,-0.148338,8.73825,-0.35105,10.4453,0.399325,-0.70038,-0.148338
287967,1.03439,0.0697834,0.0318906,-0.836185,-0.975454,10.1534,0.427411,-1.11827,-0.147978,8.62112,-0.33743,10.445,0.399338,-0.70215,-0.147978
288712,1.02539,0.0701975,0.0151587,-0.836181,-0.975454,10.1527,0.427411,-1.11827,-0.147978,8.53884,-0.333643,10.2913,0.399171,-0.70577,-0.147978
289365,1.02539,0.0701979,0.0144174,-0.883239,-0.974443,10.1501,0.42734,-1.11963,-0.148246,8.49182,-0.332629,10.282,0.399101,-0.707128,-0.148246
289706,1.02539,0.0701979,0.0144174,-0.883239,-0.974443,10.1501,0.42734,-1.11963,-0.148246,8.49182,-0.332629,10.282,0.399101,-0.707128,-0.148246
290774,1.0254,0.0701976,0.0135908,-0.825334,-0.989389,10.1428,0.427744,-1.1192,-0.147986,8.54978,-0.347578,10.267,0.399504,-0.706696,-0.147986
292209,1.0254,0.0701972,0.0127642,-0.757955,-0.976749,10.1408,0.427682,-1.11897,-0.148184,8.6172,-0.334942,10.2575,0.399442,-0.70646,-0.148184
292676,1.05954,0.0731605,0.0163695,-0.757951,-0.976749,10.14,0.427682,-1.11897,-0.148184,8.92932,-0.307849,10.2897,0.39825,-0.692727,-0.148184
293653,1.05954,0.0731601,0.0155429,-0.688157,-0.93444,10.1359,0.427151,-1.11812,-0.148555,8.99916,-0.265543,10.278,0.397719,-0.691883,-0.148555
